Incident_ID,Summary,ContactType,label,label_num
INC0286986,termed sf coverage,Email,Coverage Issues,8
INC1980385,incidentplease update patient's coverage in health connect. patient shows active in mainframe but not in health connect.,Phone,Coverage Issues,8
INC3112674,link coverage: patient missing insurance info in kphc.  it is available in foundations -ncal,Phone,Coverage Issues,8
INC3179326,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC0628589,foundation shows a coverge but not on kphc; please add the coverage for this member. ,Phone,Coverage Issues,8
INC3650413,sherry email the service desk and reported a coverage issue ,Email,Coverage Issues,8
INC0779496,bp is requesting to get member's coverage updated for: ,Phone,Coverage Issues,8
INC1401491,bp report patient coverage needs to be added in kphc...see screenshot,Email,Coverage Issues,8
INC3809397,missing coverage,Email,Coverage Issues,8
INC1397757,newborn coverage,Self-service,Coverage Issues,8
INC1670022,missing coverage,Phone,Coverage Issues,8
INC3556917,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC3794221,please update coverage in health connect.  coverage showing mainframe but in hc,Phone,Coverage Issues,8
INC6230346,"(rpk afm #cadence) description: coverage in foundations, not in kphc",Email,Coverage Issues,8
INC5694699,coverage showing in foundation but not in kphc,Email,Coverage Issues,8
INC4386384,newborn coverage,Email,Coverage Issues,8
INC4229913,missing coverage,Email,Coverage Issues,8
INC3087929,fre - member has active coverage in foundation and needs hc updated. mrn in confidential documentation.,Email,Coverage Issues,8
INC0234796,the account below has a coverage needed to be added please,Email,Coverage Issues,8
INC5404635,missing coverage,Self-service,Coverage Issues,8
INC1491413,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Email,Coverage Issues,8
INC1376719,#nextday kphc accounts/coverages correction,Email,Coverage Issues,8
INC4867083,rizza email the service desk and reported coverage issue ,Email,Coverage Issues,8
INC2665336,missing coverage,Phone,Coverage Issues,8
INC6086441,(sch #cadence) foundation shows a coverge but not on kphc; please add the coverage for this member. ,Phone,Coverage Issues,8
INC4621598,to change the affective date of coverage from 5/31/2019 to 7/1/2019,Phone,Coverage Issues,8
INC2397518,missing coverage,Email,Coverage Issues,8
INC3887555,"bp report patient coverage need to be added in kphc, see conf notes",Email,Coverage Issues,8
INC5384436,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Email,Coverage Issues,8
INC3268288,foundation shows a coverge but not on kphc; please add the coverage for this member. ,Phone,Coverage Issues,8
INC4876589,(fre #oth #other) fre - patient has active coverage in foundation but not hc.  please update coverage.  mrn in confidential documentation.,Email,Coverage Issues,8
INC5979923,missing coverage,Phone,Coverage Issues,8
INC3827728,member coverage does  not show in kphc,Phone,Coverage Issues,8
INC3519640,(phi) coverage showing in mainframe but not in healthconnect,Email,Coverage Issues,8
INC0993345,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Direct Input,Coverage Issues,8
INC0119875,missing coverage,Phone,Coverage Issues,8
INC5880232,"email inc - phi active in im81, no coverage to add in hc. ",Email,Coverage Issues,8
INC1094667,kphc -bp reporting 1 patient not showing coverage in kphc but showing foundation,Phone,Coverage Issues,8
INC5300136,"coverage in foundations, not in kphc",Email,Coverage Issues,8
INC5130104,missing coverage,Self-service,Coverage Issues,8
INC3814554,member benefits coverage displays in ncal kphc but not in foundation,Phone,Coverage Issues,8
INC5295724,(ssc pfa # coverage) coverage eligibility not getting any response,Phone,Coverage Issues,8
INC5226187,(drv  #other) kphc coverage issue - copay incorrect member services reporting that patient is showing in foundations a 15 dollar copay that is getting billed,Phone,Coverage Issues,8
INC1635842,patient coverage is duplicated in kphc ,Phone,Coverage Issues,8
INC0883760,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Phone,Coverage Issues,8
INC2951486,"har 22212225002953 add the coverage that already been term months- march, april,",Phone,Coverage Issues,8
INC4543498,(oak-adt #reg) request to add coverage to member's account,Email,Coverage Issues,8
INC4142761,coverage in foundations but not linked to kphc. see mrn in conf,Phone,Coverage Issues,8
INC0420862,newborn coverage,Email,Coverage Issues,8
INC1774880,term coverage,Phone,Coverage Issues,8
INC3493161,daisy email the service desk and reported issue with coverage.,Email,Coverage Issues,8
INC5310045,members coverage is incorrect on kphc but showing correct foundation ,Phone,Coverage Issues,8
INC5679969,missing coverage,Email,Coverage Issues,8
INC4074957,foundation shows a coverge but not on kphc; please add the coverage for this member. ,Phone,Coverage Issues,8
INC3051719,member showing multiple kp coverage's ,Phone,Coverage Issues,8
INC0720108,please add coverage to har ,Email,Coverage Issues,8
INC3488522,missing coverage,Phone,Coverage Issues,8
INC5233247,(ant oth #other) coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC3000420,kphc - showing active in kmate and chats but coverage not activce in kphc,Phone,Coverage Issues,8
INC4275940,missing coverage,Phone,Coverage Issues,8
INC6301740,the bp has 8 patient that has  double coverage in kphc ,Phone,Coverage Issues,8
INC4129505,( unc other #other #coverage) coverage in foundations not in health connect. pls update kphc,Email,Coverage Issues,8
INC4003562,kphc coverage issue - copay incorrect,Phone,Coverage Issues,8
INC3585631,kphc issues: revenue capture - account coverage issue,Self-service,Coverage Issues,8
INC5803383,missing coverage,Email,Coverage Issues,8
INC2669884,missing coverage,Email,Coverage Issues,8
INC6331204,(sln hed #outpatient)  kp healthconnect - is not allowing in ( chart entry create a batch ) to remove the coverage and shows error payment method ,Phone,Coverage Issues,8
INC4099137,kphc accounts coverage issue - kb0014170  - active coverage in foundations not showing in kphc - contact: 628-242-6330,Phone,Coverage Issues,8
INC3906250,missing coverage,Phone,Coverage Issues,8
INC4353600,missing coverage,Email,Coverage Issues,8
INC2596130,kphc: remove duplicate account coverage,Phone,Coverage Issues,8
INC3415820,remove coverage,Phone,Coverage Issues,8
INC2198164,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC0193413,"kphc accounts/coverages - coverage on cips, but not on kphc",Email,Coverage Issues,8
INC3258208,kphc ncal - coverages and benefits issues,Phone,Coverage Issues,8
INC2682984,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC2829755,missing coverage,Email,Coverage Issues,8
INC0507992,coverage discrepancy; kpfs shows active coverage and not in kphc - member has dual mrn...see pt's mrn in documents tab.,Phone,Coverage Issues,8
INC3444458,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Phone,Coverage Issues,8
INC1583109,"location: / issue: fre - please update coverage, coverage shows in fs but not hc (patient info under conf)",Email,Coverage Issues,8
INC4397922,add kp coverage to mrn,Email,Coverage Issues,8
INC2639493,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Phone,Coverage Issues,8
INC1727751,#nextday kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC5662727,term coverage,Email,Coverage Issues,8
INC6395541,active coverage in healthconnect as of 1/1/2020,Email,Coverage Issues,8
INC2630848,coverage discrepancy; kpfs shows active coverage and not in kphc - no dual mrn...see pt's mrn in documents tab.,Phone,Coverage Issues,8
INC2261309,please link coverage,Phone,Coverage Issues,8
INC5019530,**urgent** kphc cadence - coverage issue (account maintenance),Phone,Coverage Issues,8
INC0323804,coverage issue - see notes,Email,Coverage Issues,8
INC4446801,"2 kphc patients have coverage in hp chats, not in kphc",Phone,Coverage Issues,8
INC2022217,(eur adt 11/12 #inpatient) urgent - unable to admit patient due to electronic coverage verification error,Phone,Coverage Issues,8
INC4391107,term coverage,Email,Coverage Issues,8
INC2453650,coverage ,Email,Coverage Issues,8
INC1946568,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC4351442,newborn coverage,Self-service,Coverage Issues,8
INC1434426,newborn coverage - term sf,Email,Coverage Issues,8
INC1666325,kphc home health billing  issue 8/20/17-10/13/18. no coverage to cover sept 2017. should the medicare ended in august cover the patient for one month in sept,Phone,Coverage Issues,8
INC2284206,need to remove inactive coverage.  terminate 12/1/2017.  no record in foundation.  team unable to do so,Phone,Coverage Issues,8
INC0229102,missing coverage,Phone,Coverage Issues,8
INC4845758,copay discrepancy-foundations shows active coverage but it's not showing in kphc. please add coverage. ,Email,Coverage Issues,8
INC4006975,kphc - coverages and benefits issues,Phone,Coverage Issues,8
INC2755385,pt have duplicate kpsa coverage.  please term one.   screen shot in conf section,Email,Coverage Issues,8
INC3912624,(ssc member services #coverage) pt should not have any coverage charges but in kphc it's trigerring a copayment,Phone,Coverage Issues,8
INC2360848,request to add coverage to patients account in kphc,Email,Coverage Issues,8
INC3094509,kphc please update coverage in healthconnect,Email,Coverage Issues,8
INC1521434,kphc - self-funded coverage not attached,Email,Coverage Issues,8
INC3754312,kphc prelude (check in) account and coverages issue,Email,Coverage Issues,8
INC5118667,#reg coverages not showing in hc,Email,Coverage Issues,8
INC2251784,"incident - bp report patient coverage need to be added in kphc, see screenshot",Phone,Coverage Issues,8
INC4983931,kphc: coverage missing,Phone,Coverage Issues,8
INC1715323,kphc check in / registration account and coverages issue,Email,Coverage Issues,8
INC3187011,missing coverage,Phone,Coverage Issues,8
INC4267356,missing coverage,Email,Coverage Issues,8
INC5106840,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Email,Coverage Issues,8
INC2771362,member's coverage not updated in kphc,Phone,Coverage Issues,8
INC0441978,bp email the service desk and requested coverage to be updated.,Email,Coverage Issues,8
INC1701943,coverage not showing correctly in hc. please see attached.,Phone,Coverage Issues,8
INC1975531,member req the kaiser coverage to be primary. currently united health...,Phone,Coverage Issues,8
INC0100145,coverage not showing,Email,Coverage Issues,8
INC5687745,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Email,Coverage Issues,8
INC1345195,scal kphc member coverage not linked. member being billed. mrn in conf info. ,Phone,Coverage Issues,8
INC3958894,missing coverage,Self-service,Coverage Issues,8
INC0308900,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Email,Coverage Issues,8
INC4734085,(val adm #access) issue coverage showing in foundation but not in kphc. please see screenshot.,Email,Coverage Issues,8
INC5780720,missing coverage,Self-service,Coverage Issues,8
INC0391087,kphc coverage request see conf tab phi ,Phone,Coverage Issues,8
INC0947359,patient has coverage showing in cicsprou. not in h/c. employer city of san jose . ,Email,Coverage Issues,8
INC2873026,coverage in foundations but not linked to kphc. see mrn in conf,Phone,Coverage Issues,8
INC1537547,member showing coverage in chats and kmate but not kphc.,Phone,Coverage Issues,8
INC3105231,coverages not showing in hc,Email,Coverage Issues,8
INC6222797,"checked coverage for benefits, it came up as kaiser id number ",Phone,Coverage Issues,8
INC1411878,add coverage,Email,Coverage Issues,8
INC3527092,update coverage in kphc - active in mainframe,Email,Coverage Issues,8
INC4061271,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC4356348,(unc adm #other) reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Email,Coverage Issues,8
INC0336641,sln - patient has coverage in foundation but not in health connect.  please add coverage to health connect.  mrn in confidential documentation tab.,Email,Coverage Issues,8
INC5814004,health connect coverage issue,Email,Coverage Issues,8
INC5665913,newborn coverage ,Phone,Coverage Issues,8
INC5772506,missing coverage,Phone,Coverage Issues,8
INC5008092,newborn coverage,Self-service,Coverage Issues,8
INC3322102,kp health connect duplicate coverage ,Phone,Coverage Issues,8
INC0418739,kphc - active coverage in foundations not showing in epic.   ,Phone,Coverage Issues,8
INC6008477,missing coverage,Phone,Coverage Issues,8
INC1580112,missing coverage,Self-service,Coverage Issues,8
INC1139862,phi--coverage adjustment......double coverage not showing in kphc - image attached,Email,Coverage Issues,8
INC0218885,missing coverage in kphc,Phone,Coverage Issues,8
INC4320995,missing coverage,Email,Coverage Issues,8
INC3325897,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC4345598,missing coverage,Email,Coverage Issues,8
INC3348592,coverage needs to be updated in kphc ,Phone,Coverage Issues,8
INC5628873,kphc - needs to have 1 coverage removed from member chart,Phone,Coverage Issues,8
INC2782486,missing coverage,Self-service,Coverage Issues,8
INC5374792,missing coverage,Email,Coverage Issues,8
INC5077521,missing coverage,Phone,Coverage Issues,8
INC2246583,coverage information is not transferring over from one msaa to another.,Phone,Coverage Issues,8
INC5966326,(man adt #adt)  kaiser coverage not showing in health connect,Email,Coverage Issues,8
INC1879687,account coverage update for kphc,Email,Coverage Issues,8
INC0894513,"bp has member has  coverage should be showing as termed in hc , but its not  bp has the info on the member ",Phone,Coverage Issues,8
INC4025244,(val oth #other)coverage showing in foundation but not in kphc,Phone,Coverage Issues,8
INC2182983,"kphc member issue - member has coverage but not reflecting within kphc, see note",Phone,Coverage Issues,8
INC5842385,no coverage in kphc,Phone,Coverage Issues,8
INC5737591,( sch  adm #other)kphc: missing coverage,Phone,Coverage Issues,8
INC0893730,kphc coverage issue - see document tab ,Email,Coverage Issues,8
INC4573896,missing coverage,Self-service,Coverage Issues,8
INC2960398,kphc accounts / coverage issue - epic push not working on mrn1100xxxxxx04,Self-service,Coverage Issues,8
INC3809378,kphc coverage update ,Email,Coverage Issues,8
INC3093998,coverage showing in foundations but not showing in kphc,Email,Coverage Issues,8
INC3251592,missing coverage,Self-service,Coverage Issues,8
INC1871492,no coverage showing in hc (phi),Phone,Coverage Issues,8
INC2008609,missing coverage,Email,Coverage Issues,8
INC5164634,newborn coverage,Self-service,Coverage Issues,8
INC6156804,missing coverage,Email,Coverage Issues,8
INC3563007,kphc: coverage missing in hc,Phone,Coverage Issues,8
INC4310108,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC0910864,coverage not showing in hc,Email,Coverage Issues,8
INC3203699,"please add coverage in health connect for ramos, elvira. check confidential tab ",Email,Coverage Issues,8
INC5888715,missing coverage,Email,Coverage Issues,8
INC3510651,missing coverage,Self-service,Coverage Issues,8
INC2854368,sln - family members reporting they have no coverage.  members have active coverage in foundation.  please update and mrn's in confidential area.,Email,Coverage Issues,8
INC4573809,missing coverage,Self-service,Coverage Issues,8
INC4208896,add/update coverage in kphc - active in mainframe,Email,Coverage Issues,8
INC3020865,missing coverage,Self-service,Coverage Issues,8
INC4112204,update coverage in kphc - active in mainframe,Email,Coverage Issues,8
INC4442575,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC3003981,fre memberservice-  patient has active coverage in foundation and needs to be updated in health connect.  mrn in confidential documentation.,Email,Coverage Issues,8
INC0401775, coverage correction in kphc-please assign this cov correction to : amr schreg b,Email,Coverage Issues,8
INC5399375,missing coverage ,Email,Coverage Issues,8
INC0266976,missing coverage,Phone,Coverage Issues,8
INC3408748,coverages,Email,Coverage Issues,8
INC0789698,"as per kp foundations, member has active kp coverage. the coverage is not attached to the patient's guarantor in kphc. please update insurnace info in kphc. tha",Email,Coverage Issues,8
INC5093610,kphc hh/ho coverage/guarantor issue,Phone,Coverage Issues,8
INC1434509,missing coverage,Email,Coverage Issues,8
INC6389369,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Email,Coverage Issues,8
INC4358621,kpsa coverage not in registration,Email,Coverage Issues,8
INC3051767,member showing multiple kp coverage's ,Phone,Coverage Issues,8
INC1910312,missing coverage,Direct Input,Coverage Issues,8
INC2645245,coverage discrepancy-foundations shows active coverage but it's not reflecting in kphc. please add coverage.,Email,Coverage Issues,8
INC4816386,please add coverage in health connect for member. check confidential for mrn#.,Email,Coverage Issues,8
INC4710195,missing coverage,Email,Coverage Issues,8
INC2309177,"(phi) coverage in foundations, not showing in kphc",Email,Coverage Issues,8
INC2262431,kphc cs - accounts and coverage issue - duplicate coverage - contact: 925-979-7778,Phone,Coverage Issues,8
INC2812580,kphc: correction of coverage accounts,Phone,Coverage Issues,8
INC6403197,member has unknown medicare coverage,Email,Coverage Issues,8
INC2624269,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC3370997,please remove coverage in health connect for patient. check confidential for mrn,Email,Coverage Issues,8
INC3884657,"ssc med #coverage: patient has active coverage in foundations, but they are not displaying in kphc - please mirror",Phone,Coverage Issues,8
INC3808252,coverage not showing in kphc,Email,Coverage Issues,8
INC2077163,(phi) coverage in mainframe and not in kp hc,Email,Coverage Issues,8
INC2898664,coverage in foundations but not linked to kphc. see mrn in conf,Phone,Coverage Issues,8
INC4130286,both foundation and kphc shows member has the coverage but check-in screen shows no coverage. please update member's coverage.,Phone,Coverage Issues,8
INC0100158,kphc coverage correction - scal,Email,Coverage Issues,8
INC4072124,kphc security - coverage information is xxxxxxxxxx out on patient face sheet ,Phone,Coverage Issues,8
INC0893179,(phi) coverage not showing in health connect only in foundations,Email,Coverage Issues,8
INC4626477,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC5148964,member shows no coverage in health connect,Phone,Coverage Issues,8
INC4276839,add kp coverage,Email,Coverage Issues,8
INC4626077,missing coverage,Self-service,Coverage Issues,8
INC5826376,missing coverage,Email,Coverage Issues,8
INC5373189,"coverage in foundations, not in kphc. see documents for patient information",Email,Coverage Issues,8
INC3875797,vac other other # bp reported that she is not able to add coverage to a patient's chart in healthconnect.,Email,Coverage Issues,8
INC3559451,missing coverage,Phone,Coverage Issues,8
INC6005875,missing coverage,Self-service,Coverage Issues,8
INC3326314,member's coverage or benefits are missing in kphc ,Phone,Coverage Issues,8
INC4209286,missing coverage,Email,Coverage Issues,8
INC1433881,coverage showing in mainframe but not attached to healthconnect,Phone,Coverage Issues,8
INC4147095, b | nw  | unable to walkin patient lab due to lack of coverage and guarantor (mrn and screenshot in confidential) ,Phone,Coverage Issues,8
INC5189883,(oak rev cycle# add coverage) request to add coverage to member's account in hc,Email,Coverage Issues,8
INC3010124,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC1635730,location: / issue: kp report patient coverage need to be added in kphc...see screenshot,Phone,Coverage Issues,8
INC5898294,workers comp coverages are duplicating on patients har,Phone,Coverage Issues,8
INC3328093,missing coverage,Email,Coverage Issues,8
INC0714358,missing coverage,Phone,Coverage Issues,8
INC2670703,newborn coverage,Self-service,Coverage Issues,8
INC5544458,missing coverage/kphc kaiser member account and/or coverage investigation and correction,Phone,Coverage Issues,8
INC5054938,(unc gyn #outpatient) member shows coverage in foundations but not in kphc see conf.,Email,Coverage Issues,8
INC0893360,coverage issue in kphc see document tab,Email,Coverage Issues,8
INC4168600,kphc issue - member coverage account not linked to pf account in kphc,Phone,Coverage Issues,8
INC3419467,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Email,Coverage Issues,8
INC3875749,newborn coverage,Self-service,Coverage Issues,8
INC1521398,please update coverage ,Email,Coverage Issues,8
INC2173739,mainframe coverage not matching hc [phi],Email,Coverage Issues,8
INC3809334,kphc coverage update ,Email,Coverage Issues,8
INC3338597,"in kphc , patient coverage is incorrect.  it's duplicated.",Phone,Coverage Issues,8
INC3570805,client reporting member's coverage not showing in epic but showing in kmate,Phone,Coverage Issues,8
INC3047891,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Email,Coverage Issues,8
INC3132461,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Email,Coverage Issues,8
INC0467294,missing coverage,Email,Coverage Issues,8
INC3334401,member's coverage not found within kphc only; mardcam3868781,Phone,Coverage Issues,8
INC0745503,missing coverage,Email,Coverage Issues,8
INC4730615,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC0531350,"coverage in foundations, but not on kphc. please update kphc to reflect coverage",Email,Coverage Issues,8
INC3360254,"kphc/coverage accuracy issue - coverage for member not reflecting in kphc, see notes.",Phone,Coverage Issues,8
INC0514619,missing coverage,Phone,Coverage Issues,8
INC5820515,( mil ekg1  #other)kphc: missing coverage,Phone,Coverage Issues,8
INC3682461,reports coverage for patients (3) is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Email,Coverage Issues,8
INC6360172,kphc- 5 patients have double kp coverage,Phone,Coverage Issues,8
INC2670017,kphc:  coverage and benefits issues,Phone,Coverage Issues,8
INC4571807,please update member's coverage in kphc  - see screenshot in confidential ,Email,Coverage Issues,8
INC0544012,kphc account and coverage - self funded registration issue (phi),Email,Coverage Issues,8
INC3429683,missing coverage,Phone,Coverage Issues,8
INC5891748,email inc - please update epic to match foundations system shows patient has kp hmo coverage effective 1/1/19 ,Email,Coverage Issues,8
INC3562956,member beni. is correct in eof c- the coverage is different in kphc and kmate,Phone,Coverage Issues,8
INC3971579,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Phone,Coverage Issues,8
INC5810269,bp is reporting member doesnt have coverage in kphc but it shows in hp chats,Phone,Coverage Issues,8
INC1594506,foundation shows a coverge but not on kphc; please add the coverage for this member. ,Phone,Coverage Issues,8
INC4355255,o683634 - creating intr coverage for visiting member...see email for details.,Phone,Coverage Issues,8
INC5779737,term coverage,Email,Coverage Issues,8
INC1071500,missing coverage,Email,Coverage Issues,8
INC1595627,missing coverage,Direct Input,Coverage Issues,8
INC1831198,incident: add coverage in health connect.,Phone,Coverage Issues,8
INC3349764,request to add coverage to member's kphc account,Email,Coverage Issues,8
INC1579918,missing coverage,Self-service,Coverage Issues,8
INC4040628,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC5815449,missing coverage,Email,Coverage Issues,8
INC2754327,kphc - 1 patient showing coverage in foundations but not health connect,Phone,Coverage Issues,8
INC5030105,missing coverage,Self-service,Coverage Issues,8
INC3885656,kphc coverage issue - coverage not showing up ,Phone,Coverage Issues,8
INC1755041,missing coverage,Email,Coverage Issues,8
INC1914231,kphc member has duplicate coverages,Phone,Coverage Issues,8
INC0449774,coverage missing,Phone,Coverage Issues,8
INC5635466,coverage missing from guarantor account,Email,Coverage Issues,8
INC6370115,(fre adm #outpatient) update coverage.,Email,Coverage Issues,8
INC1116134,sln - pod  user needs accounts updated in health connect.  has active coverage in foundation.  mrn in confidentital tab.,Email,Coverage Issues,8
INC4073773,wisdom- estimate showing no coverage,Phone,Coverage Issues,8
INC3003839,patient coverage does not display in kphc,Phone,Coverage Issues,8
INC4906721,( sln other #other #coverage) coverage is showing in foundations not kphc. please update kphc.,Email,Coverage Issues,8
INC5864264,drv bus #other) coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC5923563,coverage active in hp chats but termed in kphc ,Phone,Coverage Issues,8
INC3508817,request to add coverage to member's account,Email,Coverage Issues,8
INC3515175,kphc: member's coverage or benefits are missing in kphc,Phone,Coverage Issues,8
INC5847971,missing coverage,Email,Coverage Issues,8
INC0617113,"coverage is showing in kpfs, however not showing in kphc.,see sreen shot",Email,Coverage Issues,8
INC2503440,unc - account/coverages:  coverage shows active in foundation.  please add hc coverage to update.  patient mrn in confidnetial tab.,Email,Coverage Issues,8
INC2809947,member shows coverage in foundations and not kphc,Email,Coverage Issues,8
INC5817453,rc: coverage show correct in foundations but not in kphc see document for mrn and pt ,Direct Input,Coverage Issues,8
INC5331974,missing coverage,Self-service,Coverage Issues,8
INC5456307,(walnut creek - urology #outpatient) : no coverage ,Phone,Coverage Issues,8
INC4260248,kphc - coverage is not showing active in healthconnect but is active in kmate,Phone,Coverage Issues,8
INC1029267,missing coverage,Phone,Coverage Issues,8
INC3548986,kphc benefits/coverage corection,Email,Coverage Issues,8
INC5895682,"(fre afm#outpatient please update coverage, coverage showing in foundations not health connect.",Phone,Coverage Issues,8
INC1666457,missing coverage,Phone,Coverage Issues,8
INC4474948,newborn coverage,Self-service,Coverage Issues,8
INC4771378,missing coverage,Email,Coverage Issues,8
INC6207019,missing coverage,Email,Coverage Issues,8
INC6250688,( sch adm #outpatient)kphc: missing coverage,Phone,Coverage Issues,8
INC3878280,kphc coverage has duplicate insurance,Phone,Coverage Issues,8
INC3333026,update coverage in kphc - active in mainframe. pt information is in conf section.,Email,Coverage Issues,8
INC4637529,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC5663079,member's coverage is not showing up in kphc,Phone,Coverage Issues,8
INC0490759,missing coverage,Phone,Coverage Issues,8
INC4421564,request to add mother's coverage to new born,Email,Coverage Issues,8
INC2026025,missing coverage,Phone,Coverage Issues,8
INC1215241,need to attach coverage to har,Email,Coverage Issues,8
INC2838014,kphc issues: coverage need to be added,Self-service,Coverage Issues,8
INC5006684,reports coverage for patient is showing in foundation legacy system and not in kphc. please see documents/confidential tab for mrn.,Email,Coverage Issues,8
INC3945007,kphc- home care- bp does not have access to move up coverage on one pt. but ,Phone,Coverage Issues,8
INC5583606,(wcr oth #other) coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC3198325,missing coverage,Direct Input,Coverage Issues,8
INC1560671,"patient's kaiser coverage is not showing active in kphc. patient has active coverage, verified in foundations. see screenshots.",Email,Coverage Issues,8
INC3847843,"bp report patient coverage need to be added in kphc, see attachment ",Email,Coverage Issues,8
INC2223373,please link coverage,Phone,Coverage Issues,8
INC4953694,bp states members coverage within kphc is showing termed ,Phone,Coverage Issues,8
INC2451435,kphc: revcap chart synch issue related to coverage and billing issues,Self-service,Coverage Issues,8
INC5430905,missing coverage,Chat,Coverage Issues,8
INC5642183,kphc - coverages and benefits issues,Phone,Coverage Issues,8
INC1268355,kphc coverage issue / see document tab ,Email,Coverage Issues,8
INC5620226,missing coverage,Email,Coverage Issues,8
INC6331326,(dub oth #other) not able to delete the coverage on the charge entry as it is permanently populated and cannot be removed - screenshot in confidential section,Phone,Coverage Issues,8
INC4731244,dual covereage rule - scal/ga alignment - fix rule to adjudicate correct copay for coverage combination called out in rule,Email,Coverage Issues,8
INC4037902,kp healthconnect - cn - patient coverage showing in foundations but not kphc ,Phone,Coverage Issues,8
INC4131612,missing coverage,Email,Coverage Issues,8
INC1184409,please add kp coverage in kphc for patient. coverage shows in foundations. see confideltial for pt name and mrn,Email,Coverage Issues,8
INC1181765,patient coverage does not show in kphc,Phone,Coverage Issues,8
INC3818308,(ssc member service #coverage) need to link pt coverage in kphc pf account,Phone,Coverage Issues,8
INC1157072,missing coverage,Self-service,Coverage Issues,8
INC6442898,olivia email the service desk and reported a coverage issue.,Email,Coverage Issues,8
INC3571136,user shows coverage in foundations but not in kphc.,Email,Coverage Issues,8
INC5802422,missing coverage,Email,Coverage Issues,8
INC1848020,kphc - coverages and benefits issues,Phone,Coverage Issues,8
INC4120375,removal of coverage,Phone,Coverage Issues,8
INC1965040,newborn coverage,Self-service,Coverage Issues,8
INC4123073,"vac other other#, please add patients coverage to kphc. see confidential.",Email,Coverage Issues,8
INC5249452,newborn coverage,Self-service,Coverage Issues,8
INC3246580,daisy email the service desk and reported a coverage issue. ,Email,Coverage Issues,8
INC3276355,need to update coverage in health connect. ,Email,Coverage Issues,8
INC5468210,coverage missing,Self-service,Coverage Issues,8
INC0417608,kphc hos - no coverage on account,Email,Coverage Issues,8
INC4636654,kphc prelude - coverage in foundation but not in healthconnect. more info at confidential section,Phone,Coverage Issues,8
INC5519667,( sch afm #other) primary coverage needs to be updated to senior advantage.,Phone,Coverage Issues,8
INC1818494,no coverage in kphc,Phone,Coverage Issues,8
INC3506427,coverage shows in foundations but not in kphc,Email,Coverage Issues,8
INC4650645,"(ssc mem #prelude) - coverage missing in kphc, please match foundations",Phone,Coverage Issues,8
INC1507557,missing coverage,Email,Coverage Issues,8
INC0476431,please terminate newborn coverage (phi),Email,Coverage Issues,8
